id, title, last_refresh_time, created_time, highlighted, urgent, top_ad, price, currency, negotiable, previous_value, business, locationID, locationName, regionID, regionName, categoryID, categoryName, delivery, safeDeal, url
218300000,Vand: iPhone 11 !,2021-04-06T17:06:19+03:00,2021-04-06T17:05:42+03:00,False,False,False,1700,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/vand-iphone-11-IDeLXNK.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
216300945,iPhone 11 Pro 64gb IMPECABIL,2021-04-04T20:27:58+03:00,2021-03-04T23:14:42+02:00,False,False,False,3250,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-11-pro-64gb-impecabil-IDeDzKW.html
218134916,Iphone 11 64gb RED accept schimburi,2021-04-03T15:24:08+03:00,2021-04-03T15:23:27+03:00,False,False,False,2450,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-11-64gb-red-accept-schimburi-IDeLgR6.html
218132805,IPhone 7 32gb 100% baterie Negru,2021-04-03T14:42:10+03:00,2021-04-03T14:41:30+03:00,False,False,False,599,RON,True,,True,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-7-32gb-100-baterie-negru-IDeLgj3.html
218122077,Iphone xr,2021-04-03T11:13:04+03:00,2021-04-03T11:12:10+03:00,False,False,False,1790,RON,True,,True,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-xr-IDeLdv1.html
212076851,IPhone SE 2 2020 White 64 Gb Sigilat Nou Neverlock,2021-04-02T13:13:18+03:00,2020-12-10T23:00:01+02:00,False,False,False,1699,RON,True,5100,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-se-2-2020-white-64-gb-sigilat-nou-neverlock-IDelQSn.html
208854430,IPhone 11 Black Sigilat,2021-04-02T11:13:49+03:00,2020-10-09T15:46:59+03:00,False,False,False,2750,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-11-black-sigilat-IDe8kzQ.html
214510694,Iphone SE,2021-04-01T14:00:34+03:00,2021-02-02T13:52:05+02:00,False,False,False,450,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-se-IDev41U.html
